#Organism group,Host,Source type,Create date,Location,Food origin,Collection date,
Listeria monocytogenes,bovine,animal,2014-07-09T15:05:34Z,USA,Germany,1985,
Listeria monocytogenes,Bos taurus,,2021-06-30T16:41:42Z,Finland,,2015-02,
Listeria monocytogenes,Bos taurus,,2021-06-30T16:41:55Z,Finland,,2013-11,
Listeria monocytogenes,Bos taurus,,2021-06-30T16:42:09Z,Finland,,2014-11,
Listeria monocytogenes,Bos taurus,,2021-06-30T16:43:32Z,Finland,,2015-09,
Listeria monocytogenes,Bos taurus,,2021-06-30T16:44:09Z,Finland,,2013-11,
Listeria monocytogenes,Bos taurus,,2021-06-30T16:44:26Z,Finland,,2015-03,
Listeria monocytogenes,Bos taurus,,2021-06-30T16:44:51Z,Finland,,2015-05,
Listeria monocytogenes,Bos taurus,,2021-06-30T16:44:58Z,Finland,,2014-09,
Listeria monocytogenes,Bos taurus,,2021-06-30T16:45:07Z,Finland,,2015-03,
Listeria monocytogenes,Bos taurus,,2021-06-30T16:45:09Z,Finland,,2015-07,
Listeria monocytogenes,Bos taurus,,2021-06-30T16:45:33Z,Finland,,2015-01,
Listeria monocytogenes,Bos taurus,,2021-06-30T16:46:08Z,Finland,,2014-06,
Listeria monocytogenes,Bos taurus,,2021-06-30T16:46:15Z,Finland,,2014-06,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:17Z,Latvia,,3/3/2020,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:17Z,Latvia,,3/3/2020,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:17Z,Latvia,,3/3/2020,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:18Z,Latvia,,3/3/2020,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:18Z,Latvia,,3/9/2020,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:19Z,Latvia,,4/25/2019,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:19Z,Latvia,,4/25/2019,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:19Z,Latvia,,4/25/2019,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:20Z,Latvia,,5/2/2019,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:20Z,Latvia,,5/2/2019,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:20Z,Latvia,,5/9/2019,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:21Z,Latvia,,5/9/2019,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:21Z,Latvia,,5/9/2019,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:21Z,Latvia,,5/9/2019,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:21Z,Latvia,,5/9/2019,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:22Z,Latvia,,5/9/2019,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:22Z,Latvia,,5/9/2019,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:22Z,Latvia,,5/9/2019,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:23Z,Latvia,,5/9/2019,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:23Z,Latvia,,5/22/2019,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:23Z,Latvia,,5/22/2019,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:23Z,Latvia,,5/22/2019,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:24Z,Latvia,,5/22/2019,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:24Z,Latvia,,5/22/2019,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:24Z,Latvia,,5/22/2019,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:25Z,Latvia,,6/7/2019,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:25Z,Latvia,,6/7/2019,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:25Z,Latvia,,6/7/2019,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:26Z,Latvia,,6/7/2019,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:26Z,Latvia,,6/7/2019,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:26Z,Latvia,,12/3/2019,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:27Z,Latvia,,12/3/2019,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:27Z,Latvia,,12/10/2019,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:28Z,Latvia,,12/10/2019,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:29Z,Latvia,,12/10/2019,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:29Z,Latvia,,12/10/2019,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:29Z,Latvia,,12/10/2019,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:30Z,Latvia,,12/10/2019,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:30Z,Latvia,,12/10/2019,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:30Z,Latvia,,12/17/2019,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:31Z,Latvia,,12/17/2019,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:31Z,Latvia,,12/17/2019,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:32Z,Latvia,,12/17/2019,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:32Z,Latvia,,12/17/2019,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:32Z,Latvia,,12/17/2019,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:33Z,Latvia,,3/3/2020,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:33Z,Latvia,,3/9/2020,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:33Z,Latvia,,3/9/2020,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:34Z,Latvia,,3/9/2020,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:34Z,Latvia,,3/9/2020,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:34Z,Latvia,,3/9/2020,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:35Z,Latvia,,3/17/2020,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:35Z,Latvia,,3/17/2020,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:35Z,Latvia,,3/17/2020,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:35Z,Latvia,,3/17/2020,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:36Z,Latvia,,3/17/2020,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:36Z,Latvia,,3/17/2020,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:37Z,Latvia,,3/17/2020,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:37Z,Latvia,,3/17/2020,
Listeria monocytogenes,Bos taurus,,2021-07-21T15:31:37Z,Latvia,,7/3/2020,
Listeria monocytogenes,bovine,animal,2021-08-17T15:25:56Z,USA:MI,,4/5/2021,
Listeria monocytogenes,bovine,animal,2021-10-04T02:25:34Z,USA:MI,,,
Listeria monocytogenes,bovine,animal,2021-10-04T02:25:45Z,USA:MI,,,
Listeria monocytogenes,bovine,animal,2021-10-08T20:30:43Z,USA:MI,,1/1/2015,
Listeria monocytogenes,bovine,animal,2021-10-08T20:31:13Z,USA:MI,,1/1/2015,
Listeria monocytogenes,bovine,animal,2021-10-08T22:35:09Z,USA:MI,,1/1/2013,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:45Z,Latvia,,2013,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:46Z,Latvia,,2013,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:46Z,Latvia,,2017,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:46Z,Latvia,,2017,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:46Z,Latvia,,2017,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:47Z,Latvia,,2017,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:47Z,Latvia,,2017,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:47Z,Latvia,,2017,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:48Z,Latvia,,2018,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:48Z,Latvia,,2018,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:48Z,Latvia,,2018,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:48Z,Latvia,,2018,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:49Z,Latvia,,2018,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:49Z,Latvia,,2018,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:49Z,Latvia,,2018,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:49Z,Latvia,,2018,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:50Z,Latvia,,2018,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:50Z,Latvia,,2018,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:50Z,Latvia,,2018,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:50Z,Latvia,,2018,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:51Z,Latvia,,2018,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:51Z,Latvia,,2013,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:51Z,Latvia,,2018,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:51Z,Latvia,,2018,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:52Z,Latvia,,2018,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:52Z,Latvia,,2018,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:52Z,Latvia,,2018,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:53Z,Latvia,,2018,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:53Z,Latvia,,2014,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:53Z,Latvia,,2014,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:53Z,Latvia,,2014,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:54Z,Latvia,,2014,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:54Z,Latvia,,2014,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:54Z,Latvia,,2014,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:54Z,Latvia,,2014,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:55Z,Latvia,,2013,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:55Z,Latvia,,2014,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:55Z,Latvia,,2014,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:55Z,Latvia,,2014,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:56Z,Latvia,,2014,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:56Z,Latvia,,2014,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:56Z,Latvia,,2014,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:57Z,Latvia,,2014,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:57Z,Latvia,,2014,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:57Z,Latvia,,2014,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:58Z,Latvia,,2013,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:58Z,Latvia,,2014,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:58Z,Latvia,,2014,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:58Z,Latvia,,2014,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:59Z,Latvia,,2014,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:59Z,Latvia,,2014,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:42:59Z,Latvia,,2014,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:00Z,Latvia,,2014,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:00Z,Latvia,,2014,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:00Z,Latvia,,2014,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:01Z,Latvia,,2014,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:01Z,Latvia,,2013,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:01Z,Latvia,,2014,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:01Z,Latvia,,2015,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:03Z,Latvia,,2015,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:03Z,Latvia,,2015,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:03Z,Latvia,,2015,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:04Z,Latvia,,2015,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:04Z,Latvia,,2015,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:04Z,Latvia,,2015,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:05Z,Latvia,,2015,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:05Z,Latvia,,2013,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:05Z,Latvia,,2016,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:05Z,Latvia,,2016,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:06Z,Latvia,,2016,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:06Z,Latvia,,2016,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:06Z,Latvia,,2016,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:06Z,Latvia,,2016,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:07Z,Latvia,,2016,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:07Z,Latvia,,2016,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:07Z,Latvia,,2016,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:08Z,Latvia,,2013,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:08Z,Latvia,,2016,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:08Z,Latvia,,2016,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:09Z,Latvia,,2016,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:09Z,Latvia,,2016,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:09Z,Latvia,,2016,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:09Z,Latvia,,2016,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:10Z,Latvia,,2016,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:10Z,Latvia,,2016,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:10Z,Latvia,,2016,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:10Z,Latvia,,2013,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:11Z,Latvia,,2016,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:11Z,Latvia,,2017,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:11Z,Latvia,,2017,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:12Z,Latvia,,2017,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:12Z,Latvia,,2017,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:12Z,Latvia,,2017,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:12Z,Latvia,,2017,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:13Z,Latvia,,2017,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:13Z,Latvia,,2017,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:13Z,Latvia,,2017,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:13Z,Latvia,,2013,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:14Z,Latvia,,2017,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:14Z,Latvia,,2017,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:14Z,Latvia,,2017,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:14Z,Latvia,,2017,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:15Z,Latvia,,2017,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:15Z,Latvia,,2017,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:15Z,Latvia,,2017,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:15Z,Latvia,,2017,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:16Z,Latvia,,2017,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:16Z,Latvia,,2017,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:16Z,Latvia,,2013,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:16Z,Latvia,,2017,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:17Z,Latvia,,2017,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:17Z,Latvia,,2017,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:17Z,Latvia,,2017,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:17Z,Latvia,,2017,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:18Z,Latvia,,2017,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:18Z,Latvia,,2017,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:18Z,Latvia,,2017,
Listeria monocytogenes,Bos taurus,,2021-12-02T23:43:19Z,Latvia,,2017,
Listeria monocytogenes,Bos taurus,,2021-12-03T02:37:02Z,Latvia,,2017,
Listeria monocytogenes,cattle,,2021-12-15T22:46:27Z,Norway: Viken,,2/25/2020,
Listeria monocytogenes,cattle,,2021-12-15T22:47:38Z,Norway: Viken,,2/18/2020,
Listeria monocytogenes,cattle,,2021-12-15T22:47:45Z,Norway: Viken,,2/11/2020,
Listeria monocytogenes,dairy cattle,,2021-12-15T22:47:47Z,Norway: Viken,,2/11/2020,
Listeria monocytogenes,cattle,,2021-12-15T22:47:53Z,Norway: Viken,,2/25/2020,
Listeria monocytogenes,cattle,,2021-12-15T22:48:09Z,Norway: Viken,,1/31/2020,
Listeria monocytogenes,cattle,,2021-12-15T22:48:37Z,Norway: Viken,,1/7/2020,
Listeria monocytogenes,cattle,,2021-12-15T22:48:50Z,Norway: Viken,,1/7/2020,
Listeria monocytogenes,dairy cattle,,2021-12-15T22:48:55Z,Norway: Viken,,1/7/2020,
Listeria monocytogenes,dairy cattle,,2021-12-15T22:48:58Z,Norway: Viken,,12/9/2019,
Listeria monocytogenes,cattle,,2021-12-15T22:49:06Z,Norway: Viken,,11/19/2019,
Listeria monocytogenes,cattle,,2021-12-15T22:49:13Z,Norway: Viken,,11/19/2019,
Listeria monocytogenes,cattle,,2021-12-15T22:49:16Z,Norway: Viken,,11/12/2019,
Listeria monocytogenes,cattle,,2021-12-15T22:50:53Z,Norway: Viken,,11/5/2019,
Listeria monocytogenes,cattle,,2021-12-15T22:51:09Z,Norway: Viken,,11/5/2019,
Listeria monocytogenes,cattle,,2021-12-15T22:51:26Z,Norway: Viken,,11/5/2019,
Listeria monocytogenes,cattle,,2021-12-15T22:51:35Z,Norway: Viken,,9/11/2019,
Listeria monocytogenes,cattle,,2021-12-15T22:51:50Z,Norway: Viken,,9/11/2019,
Listeria monocytogenes,cattle,,2021-12-15T22:51:57Z,Norway: Viken,,9/3/2019,
Listeria monocytogenes,cattle,,2021-12-15T22:52:05Z,Norway: Viken,,8/27/2019,
Listeria monocytogenes,cattle,,2021-12-15T22:52:57Z,Norway: Viken,,6/23/2020,
Listeria monocytogenes,cattle,,2021-12-15T22:53:04Z,Norway: Viken,,10/6/2020,
Listeria monocytogenes,cattle,,2021-12-15T22:54:09Z,Norway: Viken,,6/9/2020,
Listeria monocytogenes,cattle,,2021-12-15T22:54:18Z,Norway: Viken,,6/2/2020,
Listeria monocytogenes,cattle,,2021-12-15T22:54:26Z,Norway: Viken,,6/9/2020,
Listeria monocytogenes,cattle,,2021-12-15T22:54:42Z,Norway: Viken,,6/10/2020,
Listeria monocytogenes,cattle,,2021-12-15T22:55:08Z,Norway: Viken,,5/20/2020,
Listeria monocytogenes,dairy cattle,,2021-12-15T22:55:14Z,Norway: Viken,,5/20/2020,
Listeria monocytogenes,cattle,,2021-12-15T22:55:17Z,Norway: Viken,,5/20/2020,
Listeria monocytogenes,cattle,,2021-12-15T22:55:28Z,Norway: Viken,,1/21/2020,
Listeria monocytogenes,dairy cattle,,2021-12-15T22:55:31Z,Norway: Viken,,5/20/2020,
Listeria monocytogenes,cattle,,2021-12-15T22:55:38Z,Norway: Viken,,9/3/2019,
Listeria monocytogenes,cattle,,2021-12-15T22:55:47Z,Norway: Viken,,2/11/2020,
Listeria monocytogenes,cattle,,2021-12-15T22:56:01Z,Norway: Viken,,3/5/2020,
Listeria monocytogenes,cattle,,2021-12-15T22:56:09Z,Norway: Viken,,3/4/2020,
Listeria monocytogenes,Bovine,,2022-03-22T20:45:54Z,USA,,,
Listeria monocytogenes,cattle,,2023-06-07T07:28:29Z,South Korea,,6/21/2015,
Listeria monocytogenes,cattle,,2023-06-07T07:28:41Z,South Korea,,6/21/2015,
Listeria monocytogenes,cattle,,2023-06-07T07:28:56Z,South Korea,,6/21/2015,
Listeria monocytogenes,cattle,,2023-06-07T07:29:43Z,South Korea,,5/2/2016,
Listeria monocytogenes,cattle,,2023-06-07T07:29:48Z,South Korea,,6/21/2015,
Listeria monocytogenes,cattle,,2023-06-07T07:29:53Z,South Korea,,5/2/2016,
Listeria monocytogenes,cattle,,2023-06-07T07:30:04Z,South Korea,,5/2/2016,
Listeria monocytogenes,cattle,,2023-06-07T07:30:10Z,South Korea,,5/2/2016,
Listeria monocytogenes,cattle,,2023-06-07T07:31:22Z,South Korea,,5/2/2016,
Listeria monocytogenes,cattle,,2023-06-07T07:31:28Z,South Korea,,5/2/2016,
Listeria monocytogenes,cattle,,2023-06-07T07:31:40Z,South Korea,,4/3/2017,
Listeria monocytogenes,cattle,,2023-06-07T07:31:46Z,South Korea,,5/22/2017,
Listeria monocytogenes,cattle,,2023-06-07T07:31:51Z,South Korea,,7/27/2022,
Listeria monocytogenes,cattle,,2023-06-07T07:31:56Z,South Korea,,6/27/2022,
Listeria monocytogenes,cattle,,2023-06-07T07:32:35Z,South Korea,,12/2/2021,
Listeria monocytogenes,cattle,,2023-06-07T07:32:52Z,South Korea,,12/2/2021,
Listeria monocytogenes,cattle,,2023-06-07T12:20:17Z,South Korea,,5/22/2017,
Listeria monocytogenes,cattle,,2023-06-07T12:20:25Z,South Korea,,5/22/2017,
Listeria monocytogenes,cattle,,2023-06-07T12:23:20Z,South Korea,,5/22/2017,
Listeria monocytogenes,Bos taurus,animal,2023-06-30T18:54:17Z,USA:OH,,9/13/2022,
Listeria monocytogenes,Bovine,animal,2023-07-07T00:54:45Z,USA:WI,,2019,
Listeria monocytogenes,Bovine,animal,2023-07-07T00:54:45Z,USA:WI,,2019,
Listeria monocytogenes,Bovine,animal,2023-07-07T00:54:45Z,USA:WI,,2019,
Listeria monocytogenes,Bovine,animal,2023-07-07T00:54:46Z,USA:WI,,2018,
Listeria monocytogenes,Bovine,animal,2023-07-07T00:54:46Z,USA:WI,,2018,
Listeria monocytogenes,Bos taurus,animal,2024-05-02T07:03:37Z,USA:WI,,4/1/2019,
Listeria monocytogenes,Bos taurus,animal,2024-05-02T05:05:06Z,USA:WI,,4/1/2019,
Listeria monocytogenes,Bos taurus,animal,2024-05-02T05:05:07Z,USA:WI,,4/4/2019,
Listeria monocytogenes,Bos taurus,animal,2024-06-13T02:59:47Z,USA:NY,,1996,
Listeria monocytogenes,Bos taurus,animal,2024-06-13T02:59:47Z,USA:NY,,1992,
Listeria monocytogenes,Bos taurus,animal,2024-06-13T02:59:47Z,USA:NY,,1986,
Listeria monocytogenes,Bos taurus,animal,2024-06-13T02:59:48Z,USA:NY,,2000,
Listeria monocytogenes,Bos taurus,animal,2024-06-13T02:59:48Z,USA:NY,,1993,
Listeria monocytogenes,Bos taurus,animal,2024-06-13T02:59:48Z,USA:NY,,1991,
Listeria monocytogenes,Bos taurus,animal,2024-06-13T02:59:49Z,USA:NY,,1999,
Listeria monocytogenes,Bos taurus,animal,2024-06-13T02:59:49Z,USA:NY,,1997,
Listeria monocytogenes,Bos taurus,animal,2024-06-13T02:59:52Z,USA:NY,,2000,
Listeria monocytogenes,Bos taurus,,2024-07-26T22:14:49Z,Austria,,2022,
Listeria monocytogenes,Bos taurus,,2024-07-26T22:14:51Z,Austria,,2022,
Listeria monocytogenes,Bos taurus,,2024-07-26T22:15:14Z,USA,,1993,
Listeria monocytogenes,Bos taurus,,2024-07-26T22:15:23Z,USA,,2019,
Listeria monocytogenes,Bos taurus,,2024-07-26T22:15:23Z,USA,,2019,
Listeria monocytogenes,Bos taurus,,2024-07-26T22:15:23Z,USA,,2019,
Listeria monocytogenes,Bos taurus,,2024-07-26T22:15:24Z,USA,,2019,
Listeria monocytogenes,Bos taurus,,2024-07-26T22:15:24Z,USA,,2019,
Listeria monocytogenes,Bos taurus,,2024-07-26T22:15:25Z,USA,,2019,
Listeria monocytogenes,Bos taurus,,2024-07-26T22:15:26Z,USA,,2019,
Listeria monocytogenes,Bos taurus,,2024-07-26T22:15:27Z,USA,,2019,
Listeria monocytogenes,Bos taurus,,2024-07-26T22:15:28Z,USA,,2019,
Listeria monocytogenes,Bos taurus,,2024-07-26T22:15:28Z,USA,,2019,
Listeria monocytogenes,Bos taurus,,2024-07-26T22:15:29Z,USA,,2022,
Listeria monocytogenes,Bos taurus,,2024-07-26T22:15:29Z,USA,,2019,
Listeria monocytogenes,Bos taurus,,2024-07-26T22:15:30Z,USA,,2019,
Listeria monocytogenes,Bos taurus,,2024-07-26T22:15:30Z,USA,,2019,
Listeria monocytogenes,Bos taurus,,2024-07-26T22:15:31Z,USA,,2019,
Listeria monocytogenes,Bos taurus,,2024-07-26T22:15:32Z,USA,,2019,
Listeria monocytogenes,Bos taurus,,2024-07-26T22:15:55Z,Slovenia,,2011,
Listeria monocytogenes,Bos taurus,,2024-07-26T22:15:55Z,Slovenia,,2011,
Listeria monocytogenes,Bos taurus,,2024-07-26T22:15:57Z,Slovenia,,2014,
Listeria monocytogenes,Bos taurus,,2024-07-26T22:15:58Z,Slovenia,,2012,
Listeria monocytogenes,Bos taurus,,2024-07-26T22:16:00Z,Slovenia,,2012,
Listeria monocytogenes,Bos taurus,,2024-07-26T22:16:01Z,Slovenia,,2012,
Listeria monocytogenes,Bos taurus,,2024-07-26T22:16:02Z,Slovenia,,2012,
Listeria monocytogenes,Bos taurus,,2024-07-26T22:16:03Z,Slovenia,,2014,
Listeria monocytogenes,Bos taurus,,2024-07-26T22:16:05Z,Slovenia,,2012,
Listeria monocytogenes,Bos taurus,,2024-07-26T22:16:05Z,Slovenia,,2011,
Listeria monocytogenes,Bos taurus,,2024-07-26T22:16:05Z,Slovenia,,2015,
Listeria monocytogenes,Bos taurus,,2024-07-26T22:16:08Z,Slovenia,,2012,
Listeria monocytogenes,Bos taurus,,2024-07-26T22:16:10Z,Slovenia,,2016,
Listeria monocytogenes,Bos taurus,,2024-07-26T22:16:10Z,Slovenia,,2017,
Listeria monocytogenes,Bos taurus,,2024-07-26T22:16:16Z,Slovenia,,2017,
